aX,aY,aZ,gX,gY,gZ
-0.075,1.094,0.278,11.292,30.701,-39.978
-0.023,1.135,0.276,2.686,45.593,-53.711
0.011,1.145,0.27,-3.174,62.256,-69.153
0.028,1.166,0.25,-4.272,78.735,-87.28
0.05,1.146,0.229,0.671,96.985,-106.079
0.083,1.132,0.185,7.324,114.197,-126.892
0.065,1.096,0.137,13.428,132.996,-149.963
0.035,1.057,0.087,12.695,147.278,-175.415
0.001,1.013,0.038,4.944,161.987,-194.946
-0.018,0.97,0.008,-10.742,175.781,-206.36
0.014,0.956,-0.006,-32.837,185.608,-211.121
0.108,0.943,0.001,-56.702,193.359,-212.769
0.213,0.936,0.027,-80.322,201.721,-219.116
0.297,0.962,0.057,-102.295,214.172,-236.328
0.367,0.982,0.082,-120.972,233.948,-261.414
0.388,0.983,0.099,-137.817,260.01,-292.236
0.39,0.988,0.109,-154.236,290.588,-322.937
0.398,0.967,0.134,-169.678,321.35,-347.839
0.378,0.944,0.135,-183.289,350.281,-364.197
0.394,0.916,0.133,-195.618,376.465,-372.07
0.451,0.864,0.127,-208.191,398.804,-370.789
0.568,0.824,0.117,-218.079,414.429,-366.76
0.667,0.786,0.094,-220.886,427.002,-369.69
0.722,0.751,0.059,-217.468,445.74,-382.385
0.734,0.721,0.022,-206.787,470.276,-402.405
0.72,0.625,-0.049,-192.566,496.521,-422.791
0.704,0.517,-0.165,-181.519,522.949,-440.674
0.7,0.417,-0.23,-177.979,550.049,-457.703
0.637,0.274,-0.253,-179.871,572.266,-472.29
0.536,0.117,-0.239,-180.664,582.336,-481.201
0.367,-0.019,-0.179,-171.753,571.045,-478.088
0.156,-0.129,-0.076,-146.362,532.959,-455.994
0.061,-0.286,-0.085,-92.896,470.947,-415.283
0.036,-0.437,-0.283,-19.165,393.25,-372.925
0.027,-0.585,-0.562,36.865,316.223,-339.783
-0.012,-0.717,-0.774,54.26,252.197,-315.063
-0.075,-0.834,-0.865,38.818,204.285,-291.931
-0.082,-0.885,-0.816,6.897,166.443,-265.686
-0.094,-0.887,-0.694,-19.226,136.597,-235.718
-0.055,-0.862,-0.574,-26.55,112.915,-208.191
-0.024,-0.863,-0.525,-15.137,94.177,-185.364
0.012,-0.908,-0.57,5.493,82.825,-163.94
0.062,-0.961,-0.666,24.536,81.543,-142.944
0.102,-0.995,-0.747,33.325,89.905,-122.009
0.146,-0.995,-0.782,31.86,102.295,-101.074
0.19,-0.976,-0.799,28.687,110.962,-80.872
0.232,-0.948,-0.832,28.931,112.732,-65.002
0.254,-0.901,-0.892,31.982,109.558,-55.176
0.251,-0.834,-0.958,37.048,104.553,-47.791
0.24,-0.791,-1.024,43.152,98.511,-38.757
0.227,-0.75,-1.107,49.072,90.942,-30.518
0.213,-0.698,-1.178,52.185,81.787,-21.851
0.211,-0.656,-1.222,51.208,70.435,-14.221
0.202,-0.615,-1.251,47.424,56.519,-8.972
0.189,-0.564,-1.261,42.603,40.955,-6.714
0.166,-0.527,-1.251,36.499,25.513,-7.019
0.13,-0.493,-1.224,31.006,9.827,-9.705
0.078,-0.46,-1.201,26.794,-5.859,-13.672
0.016,-0.434,-1.182,23.254,-19.409,-17.151
-0.043,-0.395,-1.155,19.287,-29.846,-18.25
-0.086,-0.351,-1.126,16.174,-34.729,-16.785
-0.108,-0.321,-1.102,13.184,-32.227,-14.221
-0.118,-0.303,-1.076,10.132,-22.583,-10.376
-0.109,-0.286,-1.062,7.69,-10.498,-5.676
-0.094,-0.272,-1.06,6.226,1.77,-1.892
-0.07,-0.279,-1.062,4.333,12.512,1.77
-0.04,-0.287,-1.052,1.892,19.226,4.456
-0.029,-0.255,-1.042,-0.854,20.63,5.066
-0.006,-0.282,-1.029,-2.991,22.827,5.432
0.001,-0.237,-1.021,-5.432,21.118,-1.953
0.005,-0.267,-1.005,-6.104,16.541,-2.747
0.003,-0.272,-1.013,-4.578,10.193,-4.395
-0.01,-0.282,-1.023,-3.784,7.385,-5.676
-0.023,-0.279,-1.014,-5.371,9.277,-7.263
-0.033,-0.29,-1.008,-6.714,13.367,-8.667
-0.041,-0.294,-1.008,-7.751,16.785,-10.01
-0.052,-0.298,-1.016,-8.057,20.752,-9.949
-0.055,-0.296,-1.019,-8.423,24.231,-7.141
-0.052,-0.284,-1.027,-7.568,25.696,-4.333
-0.04,-0.292,-1.043,-7.08,26.55,-3.174
-0.037,-0.295,-1.056,-7.751,25.391,-2.502
-0.031,-0.28,-1.056,-8.545,22.705,-1.648
-0.028,-0.275,-1.053,-8.667,19.104,-1.343
-0.026,-0.281,-1.057,-8.118,15.808,-1.587
-0.023,-0.292,-1.059,-7.996,11.963,-0.854
-0.021,-0.282,-1.056,-8.85,7.69,0.854
-0.012,-0.261,-1.04,-9.644,5.188,2.319
-0.007,-0.255,-1.027,-9.949,4.15,2.747
-0.005,-0.258,-1.026,-8.728,3.54,2.38
-0.006,-0.254,-1.027,-8.179,3.357,2.258
-0.001,-0.236,-1.021,-7.751,3.418,1.953
-0.842,1.699,-0.739,44.861,-122.437,124.756
-0.829,1.923,-0.781,13.062,-99.609,139.16
-0.588,2.123,-0.646,-16.052,-61.035,169.8
-0.295,2.192,-0.424,-32.288,-36.133,194.031
-0.062,2.25,-0.195,-38.94,-36.682,187.683
0.153,2.221,-0.018,-38.391,-34.424,152.039
0.292,2.038,0.071,-36.316,-13.611,98.328
0.327,1.755,0.099,-31.738,24.536,27.161
0.128,1.601,0.055,-32.104,61.707,-49.194
-0.135,1.354,0.052,-34.485,87.036,-102.478
-0.429,1.168,0.061,-30.457,93.384,-126.282
-0.574,0.976,0.138,-19.104,78.979,-114.624
-0.621,0.871,0.19,-2.136,48.828,-79.651
-0.559,0.816,0.209,15.32,14.709,-35.95
-0.437,0.802,0.213,27.161,-10.498,-2.441
-0.345,0.811,0.225,27.771,-22.034,11.78
-0.318,0.847,0.248,19.165,-18.127,7.874
-0.34,0.886,0.313,7.935,-1.343,-5.066
-0.364,0.917,0.385,-0.061,13.55,-19.287
-0.414,0.948,0.437,-1.404,20.996,-28.259
-0.435,0.974,0.471,0.122,21.851,-30.273
-0.444,0.975,0.483,2.014,21.423,-25.574
-0.422,0.96,0.482,4.944,20.935,-19.043
-0.39,0.942,0.47,9.216,20.752,-15.137
-0.36,0.956,0.445,14.099,21.79,-15.015
-0.333,0.994,0.413,17.639,22.888,-16.113
-0.304,1.033,0.384,18.188,25.024,-18.127
-0.274,1.083,0.356,16.785,30.029,-22.705
-0.24,1.138,0.336,14.954,37.842,-30.579
-0.205,1.191,0.315,14.16,47.607,-40.161
-0.164,1.227,0.297,16.235,58.289,-52.429
-0.146,1.256,0.27,21.179,67.688,-66.406
-0.14,1.259,0.21,28.687,75.378,-82.642
-0.152,1.257,0.135,33.447,85.815,-97.778
-0.147,1.242,0.078,34.546,98.999,-113.037
-0.124,1.219,0.045,31.067,113.831,-132.141
-0.112,1.203,0.043,21.24,130.31,-153.992
-0.108,1.199,0.055,5.859,150.33,-177.429
-0.069,1.203,0.088,-13.184,174.255,-200.684
-0.018,1.208,0.116,-32.837,200.317,-224.609
0.025,1.208,0.139,-52.124,226.929,-248.901
0.066,1.224,0.151,-70.74,253.845,-273.254
0.15,1.251,0.151,-86.67,280.579,-297.974
0.242,1.272,0.16,-102.234,304.626,-323.669
0.293,1.27,0.182,-118.835,325.989,-354.37
0.274,1.228,0.18,-133.911,353.943,-387.878
0.26,1.147,0.176,-150.208,390.198,-415.833
0.264,1.028,0.192,-167.969,426.575,-429.382
0.288,0.904,0.179,-182.068,450.256,-430.115
0.392,0.787,0.149,-191.223,457.703,-423.035
0.468,0.698,0.075,-193.115,461.853,-417.053
0.51,0.653,0.007,-195.068,474.792,-417.786
0.524,0.611,0,-201.05,492.859,-420.227
0.548,0.546,0.005,-203.796,507.019,-418.274
0.577,0.441,-0.044,-194.641,514.038,-411.926
0.56,0.318,-0.123,-182.068,517.761,-406.006
0.509,0.21,-0.135,-173.096,518.86,-398.315
0.421,0.099,-0.11,-160.95,515.808,-381.714
0.357,-0.048,-0.162,-139.16,501.404,-355.896
0.34,-0.193,-0.288,-105.835,480.042,-330.017
0.335,-0.312,-0.418,-74.89,453.918,-311.401
0.277,-0.426,-0.549,-53.528,423.096,-299.438
0.193,-0.475,-0.648,-41.016,389.099,-287.781
0.157,-0.538,-0.681,-36.194,352.173,-271.851
0.132,-0.6,-0.71,-31.311,310.974,-252.808
0.14,-0.664,-0.741,-22.949,267.334,-237.854
0.116,-0.722,-0.787,-14.526,227.661,-226.196
0.094,-0.778,-0.853,-9.033,193.604,-214.172
0.08,-0.813,-0.876,-11.292,168.945,-198.547
0.076,-0.826,-0.848,-15.259,155.579,-179.138
0.087,-0.856,-0.797,-14.709,146.912,-158.997
0.099,-0.887,-0.784,-6.409,137.634,-139.404
0.133,-0.921,-0.821,4.578,127.075,-120.361
0.184,-0.941,-0.866,10.986,119.324,-105.225
0.225,-0.943,-0.879,9.583,115.662,-96.497
0.238,-0.962,-0.888,4.517,114.258,-91.919
0.251,-0.969,-0.89,-0.549,109.07,-85.876
0.263,-0.958,-0.895,-3.052,98.755,-75.195
0.294,-0.92,-0.892,-2.869,87.28,-63.721
0.305,-0.882,-0.893,-1.221,78.552,-54.565
0.292,-0.841,-0.911,1.526,71.655,-47.668
0.277,-0.804,-0.947,4.7,66.772,-40.344
0.257,-0.769,-0.992,7.629,61.584,-33.081
0.235,-0.734,-1.028,8.301,56.824,-27.1
0.209,-0.684,-1.056,7.446,51.147,-21.79
0.176,-0.642,-1.09,6.531,42.908,-16.663
0.147,-0.596,-1.116,5.676,32.349,-11.78
0.122,-0.542,-1.128,3.967,21.667,-8.179
0.091,-0.497,-1.13,2.258,11.841,-6.531
0.05,-0.458,-1.139,2.136,4.272,-6.165
0.011,-0.425,-1.148,1.953,-0.732,-5.676
-0.022,-0.395,-1.147,1.465,-3.54,-4.456
-0.046,-0.366,-1.138,0.793,-5.31,-2.686
-0.058,-0.359,-1.136,0.183,-5.432,-0.488
-0.074,-0.35,-1.131,-1.587,-5.554,1.77
-0.083,-0.329,-1.124,-4.333,-6.836,4.883
-0.085,-0.314,-1.098,-6.775,-9.583,8.362
-0.063,-0.344,-1.079,-9.827,-9.888,12.451
-0.05,-0.287,-1.045,-15.442,-10.498,10.254
-0.041,-0.29,-0.998,-17.09,-11.475,14.099
-0.016,-0.26,-0.96,-14.404,-13.123,14.648
-0.003,-0.266,-0.943,-10.071,-13.855,13.306
0,-0.27,-0.94,-6.775,-11.963,10.62
0.003,-0.281,-0.934,-5.615,-7.629,8.301
0.005,-0.282,-0.927,-6.714,-2.563,6.226
0.004,-0.271,-0.922,-7.935,2.136,5.127
0.008,-0.265,-0.919,-8.179,5.31,5.432
0.008,-0.264,-0.92,-7.263,7.141,5.493
0.006,-0.267,-0.925,-6.165,7.568,4.456
0.002,-0.265,-0.932,-5.249,6.958,2.319
-0.004,-0.272,-0.942,-4.578,6.775,0.366
-0.009,-0.278,-0.948,-3.845,7.935,-0.671
-0.012,-0.283,-0.951,-3.235,9.644,-1.16
-0.011,-0.286,-0.955,-1.892,11.047,-0.793
-0.007,-0.287,-0.96,-0.427,12.634,-0.671
0.001,-0.289,-0.965,1.038,13.367,-0.183
0.009,-0.294,-0.974,2.747,12.817,-0.244
0.01,-0.299,-0.982,3.601,12.329,-0.366
0.015,-0.304,-0.99,4.333,11.841,0
-0.625,1.995,-0.513,55.237,-118.042,212.463
-0.453,2.12,-0.549,30.823,-101.624,212.83
-0.224,2.202,-0.434,-6.897,-71.289,202.026
0.006,2.198,-0.255,-40.588,-37.354,170.532
0.17,2.137,-0.102,-58.105,-7.08,121.338
0.262,2.009,-0.028,-56.702,23.499,65.735
0.236,1.891,-0.003,-46.631,48.218,12.024
0.16,1.702,0.002,-36.499,60.364,-28.076
0.032,1.508,0.004,-24.109,64.087,-55.542
-0.094,1.294,0.024,-12.512,58.655,-70.007
-0.212,1.109,0.065,-3.235,47.485,-72.876
-0.297,0.982,0.116,1.953,31.128,-68.542
-0.346,0.897,0.173,0.977,14.16,-56.519
-0.374,0.847,0.236,-3.601,2.441,-41.321
-0.357,0.815,0.315,-7.874,-0.732,-30.151
-0.341,0.829,0.391,-10.681,-1.038,-28.137
-0.358,0.863,0.415,-13.184,-1.16,-30.701
-0.357,0.887,0.424,-13.794,8.179,-28.992
-0.332,0.912,0.429,-14.099,18.372,-27.222
-0.323,0.943,0.424,-12.878,22.278,-28.259
-0.33,0.963,0.414,-9.338,24.414,-27.771
-0.324,0.984,0.404,-5.188,24.353,-26.428
-0.314,1.014,0.392,-0.793,23.132,-23.987
-0.288,1.07,0.37,3.357,22.156,-22.461
-0.258,1.131,0.343,5.798,23.499,-23.01
-0.196,1.177,0.32,6.287,29.846,-27.954
-0.121,1.223,0.287,7.568,40.039,-39.429
-0.072,1.254,0.233,9.155,51.331,-58.716
-0.041,1.26,0.182,9.583,68.176,-82.825
-0.03,1.253,0.142,10.254,90.21,-108.765
-0.055,1.25,0.104,11.292,112.732,-134.216
-0.098,1.233,0.069,11.963,133.301,-156.677
-0.137,1.188,0.03,11.108,152.161,-173.828
-0.167,1.144,-0.004,5.737,165.833,-184.937
-0.169,1.092,-0.035,-4.333,173.828,-188.049
-0.139,1.052,-0.059,-17.151,176.025,-187.073
-0.099,1.014,-0.064,-33.752,176.27,-184.937
-0.023,1.01,-0.036,-51.392,179.932,-182.739
0.097,1.02,0.005,-65.857,187.622,-184.692
0.213,1.017,0.062,-76.843,195.618,-196.106
0.266,1.011,0.106,-85.327,205.261,-216.858
0.255,1.032,0.151,-93.262,219.849,-239.319
0.244,1.009,0.17,-100.83,240.723,-257.446
0.218,0.981,0.179,-110.229,262.451,-268.616
0.192,0.944,0.175,-118.164,280.029,-270.813
0.208,0.859,0.149,-123.23,285.156,-261.719
0.26,0.747,0.091,-124.268,274.414,-243.286
0.339,0.683,0.034,-120.422,251.099,-221.497
0.433,0.624,-0.021,-114.99,223.267,-201.355
0.514,0.597,-0.077,-111.45,200.073,-188.049
0.563,0.603,-0.123,-111.816,191.895,-182.861
0.617,0.61,-0.143,-117.615,198.547,-181.458
0.685,0.598,-0.138,-126.343,212.463,-180.847
0.737,0.583,-0.12,-132.751,223.816,-180.908
0.776,0.561,-0.109,-134.155,228.149,-180.054
0.809,0.525,-0.122,-129.7,223.633,-175.842
0.87,0.481,-0.139,-121.094,216.187,-170.227
0.942,0.436,-0.179,-109.741,209.595,-167.053
0.978,0.39,-0.235,-96.985,205.2,-170.166
0.997,0.323,-0.291,-86.792,205.322,-176.819
0.99,0.274,-0.354,-80.078,206.055,-183.35
0.976,0.223,-0.423,-76.172,207.336,-188.965
0.968,0.165,-0.48,-79.041,212.097,-192.749
0.992,0.123,-0.5,-86.182,216.736,-196.228
1.015,0.083,-0.504,-92.712,222.839,-205.811
1.016,0.053,-0.5,-96.252,232.971,-222.9
0.986,0.036,-0.482,-96.802,245.911,-243.896
0.933,-0.001,-0.461,-95.459,259.338,-263.428
0.863,-0.062,-0.458,-89.783,271.24,-278.503
0.798,-0.113,-0.464,-80.322,280.273,-289.978
0.732,-0.161,-0.495,-67.566,289.185,-299.988
0.668,-0.221,-0.545,-53.894,297.668,-310.547
0.58,-0.269,-0.592,-43.64,305.237,-321.716
0.491,-0.303,-0.626,-36.194,310.242,-332.947
0.41,-0.363,-0.63,-31.616,312.378,-341.797
0.312,-0.411,-0.647,-25.879,309.204,-348.389
0.23,-0.456,-0.676,-16.785,300.415,-352.051
0.138,-0.522,-0.666,-9.399,287.048,-350.525
0.045,-0.611,-0.628,-5.554,264.099,-342.041
-0.018,-0.708,-0.599,1.831,229.187,-321.411
-0.047,-0.797,-0.616,12.695,188.904,-290.71
-0.044,-0.845,-0.635,18.677,156.921,-256.897
-0.048,-0.879,-0.625,15.625,139.587,-224.792
-0.075,-0.896,-0.599,8.667,134.521,-196.411
-0.113,-0.878,-0.583,5.493,135.803,-169.373
-0.138,-0.84,-0.602,9.216,138.062,-142.639
-0.14,-0.803,-0.655,18.677,139.099,-118.53
-0.149,-0.801,-0.75,31.189,136.719,-97.961
-0.148,-0.803,-0.869,41.504,127.625,-80.017
-0.145,-0.792,-0.983,48.34,112.915,-62.012
-0.138,-0.775,-1.091,49.194,93.689,-43.762
-0.12,-0.744,-1.184,45.654,74.28,-26.794
-0.109,-0.689,-1.242,38.33,56.824,-9.338
-0.074,-0.619,-1.268,29.785,42.48,6.592
-0.04,-0.536,-1.279,23.499,32.349,19.958
0.007,-0.474,-1.294,20.325,23.865,26.855
0.031,-0.432,-1.315,19.836,18.372,31.494
0.041,-0.406,-1.342,19.836,12.878,32.288
0.042,-0.392,-1.364,17.151,7.263,32.043
0.047,-0.367,-1.348,10.498,0.549,31.738
0.05,-0.335,-1.309,2.869,-7.69,29.236
0.038,-0.32,-1.264,-2.869,-17.273,24.78
0.017,-0.303,-1.221,-7.385,-25.879,19.958
0.002,-0.297,-1.159,-12.024,-31.86,15.564
-0.017,-0.295,-1.098,-15.747,-37.292,13
-0.033,-0.29,-1.046,-17.822,-42.542,12.451
-0.041,-0.28,-0.996,-19.409,-44.617,12.39
-0.051,-0.276,-0.949,-20.691,-42.847,11.841
-0.061,-0.264,-0.907,-21.179,-38.696,10.986
-0.067,-0.25,-0.876,-19.592,-33.813,9.338
-0.077,-0.255,-0.865,-17.151,-27.283,6.714
-0.089,-0.261,-0.861,-14.893,-20.996,4.456
-0.1,-0.268,-0.863,-12.878,-16.235,3.113
-0.107,-0.266,-0.868,-10.925,-11.658,2.258
-0.115,-0.272,-0.877,-9.033,-7.141,2.014
-0.116,-0.282,-0.89,-7.385,-4.15,3.174
-0.108,-0.285,-0.906,-6.714,-1.77,5.066
-0.098,-0.287,-0.906,-6.653,0.549,7.019
-0.084,-0.297,-0.91,-5.615,3.601,8.789
