aX,aY,aZ,gX,gY,gZ
0.084,-0.757,-0.987,9.521,94.238,-65.002
0.101,-0.727,-1.034,12.512,88.318,-54.199
0.111,-0.705,-1.082,13.672,80.383,-45.41
0.114,-0.689,-1.127,12.268,71.289,-38.33
0.115,-0.653,-1.155,10.071,61.829,-32.41
0.118,-0.614,-1.173,6.287,52.673,-27.039
0.119,-0.579,-1.183,2.563,44.189,-23.499
0.11,-0.55,-1.188,0.61,35.461,-20.691
0.101,-0.521,-1.195,-0.854,26.611,-17.395
0.094,-0.483,-1.196,-2.197,19.043,-14.404
0.098,-0.483,-1.185,-5.249,13.062,-11.658
0.088,-0.453,-1.168,-9.888,7.812,-13.428
0.074,-0.431,-1.133,-13.062,2.991,-11.78
0.066,-0.42,-1.091,-15.869,-3.784,-10.986
0.046,-0.406,-1.054,-15.381,-9.827,-11.658
0.027,-0.392,-1.022,-13.855,-14.709,-12.878
0.019,-0.392,-0.987,-13.184,-17.029,-13.916
0.004,-0.387,-0.953,-13,-16.907,-15.93
-0.021,-0.373,-0.926,-12.573,-16.052,-16.418
-0.023,-0.38,-0.901,-12.573,-14.526,-14.954
-0.03,-0.381,-0.883,-11.658,-13.062,-12.146
-0.035,-0.375,-0.873,-10.071,-10.986,-9.827
-0.037,-0.373,-0.862,-9.338,-8.545,-7.202
-0.037,-0.37,-0.857,-8.606,-5.92,-4.822
-0.036,-0.362,-0.855,-7.996,-3.357,-2.686
-0.038,-0.355,-0.858,-6.592,-0.366,-0.366
-0.032,-0.351,-0.863,-4.944,2.441,2.197
-0.018,-0.336,-0.87,-3.174,5.127,3.479
-0.015,-0.326,-0.882,-1.038,7.996,2.502
-0.014,-0.325,-0.896,1.831,10.742,0.793
-0.018,-0.331,-0.922,4.456,12.085,-0.366
-0.018,-0.327,-0.944,7.08,13.062,-0.793
-0.016,-0.327,-0.96,8.789,14.343,-0.977
-0.018,-0.337,-0.98,9.644,14.954,-1.16
-0.024,-0.341,-1.002,10.01,14.526,-1.16
-0.025,-0.341,-1.019,9.155,14.343,-0.427
-0.016,-0.338,-1.024,7.446,14.404,0.732
-0.01,-0.335,-1.028,6.287,13.977,1.404
-0.011,-0.338,-1.037,5.493,12.512,1.709
-0.013,-0.341,-1.046,4.211,10.437,2.319
-0.015,-0.342,-1.049,2.136,8.728,3.357
-0.015,-0.337,-1.044,-0.488,7.69,4.639
-0.017,-0.337,-1.036,-2.563,6.531,5.432
-0.013,-0.333,-1.031,-3.845,5.432,6.042
-0.004,-0.326,-1.019,-4.7,4.456,5.798
0.003,-0.322,-1.009,-4.761,3.723,4.211
0.004,-0.331,-1.004,-3.723,2.625,1.831
0.001,-0.34,-1.002,-2.869,1.77,-0.122
-0.921,1.659,0.067,8.911,-8.911,158.875
-0.925,1.832,-0.133,52.856,-36.255,158.63
-0.909,1.974,-0.434,88.318,-62.317,162.354
-0.841,2.09,-0.694,101.807,-80.139,171.997
-0.668,2.218,-0.882,85.266,-76.05,178.101
-0.432,2.311,-0.935,50.598,-40.527,179.199
-0.151,2.312,-0.879,8.362,14.099,170.105
0.148,2.231,-0.742,-24.902,71.106,147.095
0.397,2.101,-0.601,-42.725,110.474,106.689
0.528,1.942,-0.546,-45.776,126.709,52.307
0.509,1.802,-0.545,-35.95,132.08,-5.493
0.398,1.699,-0.569,-21.851,129.272,-53.711
0.256,1.572,-0.581,-6.958,120.667,-83.618
0.076,1.471,-0.561,7.263,105.774,-96.497
-0.052,1.371,-0.469,21.545,85.266,-97.351
-0.186,1.35,-0.391,29.907,52.307,-88.684
-0.282,1.292,-0.287,35.156,21.545,-73.486
-0.365,1.215,-0.167,36.987,1.77,-63.843
-0.391,1.274,-0.031,37.842,1.282,-62.317
-0.36,1.243,0.117,32.043,12.939,-54.749
-0.324,1.249,0.235,34.18,24.536,-59.326
-0.305,1.263,0.305,44.739,33.142,-70.496
-0.309,1.249,0.324,56.824,44.617,-83.496
-0.318,1.224,0.315,66.528,61.89,-98.267
-0.345,1.227,0.281,68.787,82.153,-114.258
-0.374,1.208,0.242,63.721,100.83,-126.709
-0.352,1.181,0.226,50.415,117.249,-132.446
-0.296,1.143,0.202,34.363,128.418,-134.277
-0.215,1.115,0.208,17.334,136.658,-137.146
-0.125,1.094,0.237,0.732,144.592,-142.639
-0.031,1.092,0.276,-12.756,155.518,-150.574
0.05,1.055,0.284,-22.888,169.556,-161.743
0.129,1.028,0.29,-34.363,187.927,-175.11
0.202,1,0.281,-48.218,210.449,-190.979
0.247,0.969,0.266,-64.209,232.361,-206.238
0.271,0.919,0.262,-81.665,250.366,-219.482
0.277,0.863,0.265,-97.473,265.381,-227.661
0.311,0.798,0.245,-108.887,274.414,-228.027
0.376,0.738,0.211,-117.31,278.198,-223.999
0.462,0.711,0.175,-122.864,276.367,-221.558
0.55,0.705,0.144,-127.625,270.447,-224.121
0.614,0.7,0.117,-131.104,264.221,-231.445
0.648,0.687,0.106,-134.521,262.39,-240.417
0.681,0.665,0.082,-138.428,266.235,-247.925
0.732,0.628,0.041,-142.09,274.048,-252.747
0.774,0.582,-0.005,-145.447,284.668,-257.324
0.805,0.535,-0.045,-149.475,294.006,-263.672
0.801,0.458,-0.107,-152.161,299.744,-271.179
0.786,0.399,-0.165,-152.954,304.932,-278.381
0.787,0.379,-0.243,-151.855,310.486,-284.058
0.8,0.358,-0.316,-153.076,319.458,-288.208
0.807,0.33,-0.374,-158.569,334.839,-292.603
0.802,0.299,-0.417,-166.687,352.539,-295.776
0.805,0.251,-0.46,-172.546,365.906,-296.021
0.813,0.18,-0.5,-176.453,375.183,-295.471
0.823,0.109,-0.522,-178.284,381.836,-296.57
0.79,0.04,-0.544,-176.941,387.573,-302.246
0.735,-0.002,-0.551,-170.471,390.686,-309.57
0.641,-0.058,-0.575,-158.875,386.78,-314.697
0.549,-0.137,-0.592,-146.484,371.277,-314.148
0.482,-0.223,-0.608,-133.667,343.506,-307.434
0.43,-0.28,-0.619,-115.662,306.763,-298.767
0.382,-0.337,-0.631,-96.069,265.503,-291.626
0.333,-0.405,-0.646,-78.918,220.032,-285.156
0.306,-0.467,-0.657,-66.406,172.302,-277.039
0.287,-0.506,-0.654,-58.472,128.845,-267.761
0.262,-0.549,-0.629,-55.786,95.581,-258.362
0.244,-0.597,-0.59,-56.946,74.219,-249.512
0.206,-0.64,-0.54,-59.509,65.857,-239.685
0.174,-0.683,-0.48,-61.34,66.101,-228.271
0.132,-0.741,-0.43,-60.303,69.946,-214.355
0.115,-0.805,-0.397,-54.199,74.402,-197.754
0.094,-0.832,-0.396,-44.189,76.477,-177.856
0.09,-0.847,-0.412,-33.142,78.064,-158.02
0.097,-0.87,-0.427,-24.414,81.055,-138.428
0.101,-0.889,-0.452,-15.381,82.581,-120.911
0.099,-0.887,-0.491,-5.676,82.214,-107.178
0.093,-0.868,-0.536,3.662,80.017,-96.13
0.083,-0.86,-0.599,12.085,77.82,-85.388
0.079,-0.831,-0.658,20.02,76.538,-74.829
0.074,-0.8,-0.728,26.794,75.867,-63.66
0.071,-0.772,-0.799,31.311,75.439,-53.284
0.057,-0.738,-0.878,35.767,74.585,-43.152
0.049,-0.695,-0.954,39.429,71.411,-32.532
0.059,-0.645,-1.013,40.344,66.895,-22.583
0.069,-0.618,-1.065,40.71,61.89,-15.503
0.066,-0.576,-1.112,38.879,54.81,-13.123
0.068,-0.541,-1.142,37.476,44.8,-10.498
0.067,-0.521,-1.171,35.767,33.203,-8.118
0.052,-0.504,-1.195,33.691,22.156,-6.836
0.041,-0.479,-1.203,29.419,14.221,-5.859
0.026,-0.47,-1.192,23.682,9.277,-4.517
0.011,-0.458,-1.175,17.395,6.409,-3.54
0.001,-0.439,-1.149,11.902,4.272,-2.197
0.001,-0.428,-1.117,7.385,1.587,0.122
-0.006,-0.425,-1.086,4.211,-1.099,0.854
-0.019,-0.422,-1.063,1.77,-3.052,0.793
-0.024,-0.425,-1.031,-1.648,-5.066,1.16
-0.027,-0.423,-0.999,-5.676,-7.141,1.282
-0.028,-0.405,-0.964,-8.24,-8.85,0.61
-0.028,-0.405,-0.937,-9.705,-10.01,0.61
-0.024,-0.413,-0.914,-9.216,-10.681,0.854
-0.018,-0.413,-0.896,-7.874,-10.132,1.831
0,-0.402,-0.878,-6.714,-8.606,2.93
0.006,-0.399,-0.872,-4.517,-5.432,2.075
0.014,-0.406,-0.872,-2.075,-1.465,0.977
0.02,-0.409,-0.886,0.671,2.136,0.671
0.024,-0.401,-0.9,2.808,4.883,0.671
0.029,-0.397,-0.909,4.761,8.118,0.427
0.028,-0.401,-0.923,5.676,10.071,-1.038
0.019,-0.404,-0.941,6.226,10.315,-2.258
0.008,-0.412,-0.955,6.348,9.338,-2.808
-0.001,-0.405,-0.969,5.188,7.996,-2.38
-0.004,-0.402,-0.973,4.15,7.446,-1.526
-0.007,-0.396,-0.976,2.869,7.996,-0.793
-0.01,-0.397,-0.983,2.686,8.301,-0.61
-0.011,-0.393,-0.988,2.441,8.118,-0.732
-0.013,-0.387,-0.99,1.831,7.874,-1.282
-0.016,-0.388,-0.99,1.77,7.874,-2.136
-1.434,1.681,-0.172,-134.033,-229.675,333.252
-1.318,1.877,-0.189,-142.517,-189.575,336.975
-1.151,2.062,-0.153,-141.785,-152.649,328.796
-1.031,2.278,-0.106,-128.479,-128.174,304.81
-0.96,2.485,-0.029,-107.544,-113.77,270.996
-0.827,2.619,0.07,-83.008,-94.971,242.004
-0.598,2.664,0.159,-53.284,-60.974,219.543
-0.326,2.603,0.179,-20.569,-20.996,191.711
-0.1,2.428,0.116,5.798,11.047,149.231
0.017,2.193,-0.031,23.254,36.438,92.773
0.077,1.891,-0.179,28.625,61.035,30.396
0.046,1.561,-0.316,23.254,87.402,-32.532
-0.121,1.281,-0.415,8.667,110.352,-94.666
-0.347,1.031,-0.431,-15.503,124.329,-147.278
-0.557,0.833,-0.343,-42.969,129.639,-176.636
-0.707,0.676,-0.151,-66.833,125.122,-178.955
-0.757,0.572,0.078,-79.956,112.366,-161.621
-0.752,0.57,0.29,-81.36,93.872,-137.817
-0.702,0.628,0.458,-71.777,74.28,-115.417
-0.616,0.725,0.557,-51.086,60.242,-94.91
-0.51,0.825,0.606,-24.536,52.795,-79.59
-0.434,0.937,0.595,2.319,50.415,-71.594
-0.354,1.048,0.544,25.635,53.04,-70.19
-0.252,1.129,0.489,43.762,59.021,-73.669
-0.252,1.212,0.354,53.711,61.584,-83.984
-0.27,1.267,0.242,52.49,74.28,-92.651
-0.237,1.241,0.195,43.579,93.506,-96.924
-0.198,1.239,0.166,31.006,105.896,-108.093
-0.179,1.261,0.159,17.7,110.474,-118.652
-0.137,1.298,0.184,4.517,108.704,-123.718
-0.071,1.319,0.213,-5.371,104.614,-128.54
-0.001,1.324,0.24,-13.306,107.056,-138.55
0.047,1.313,0.244,-20.996,117.676,-156.982
0.053,1.279,0.255,-29.419,136.108,-179.687
0.056,1.23,0.27,-37.72,160.767,-203.491
0.043,1.162,0.3,-46.204,184.387,-222.717
0,1.072,0.295,-51.453,200.562,-233.765
-0.018,0.991,0.259,-53.223,207.092,-233.948
0.016,0.924,0.197,-51.758,203.186,-225.586
0.095,0.853,0.128,-53.406,190.125,-214.722
0.168,0.806,0.075,-62.439,175.232,-208.313
0.23,0.799,0.072,-78.369,166.077,-207.458
0.271,0.784,0.096,-96.619,164.978,-208.618
0.316,0.773,0.132,-111.328,168.64,-208.069
0.389,0.762,0.175,-120.85,172.668,-206.848
0.484,0.759,0.192,-124.817,174.622,-206.604
0.58,0.744,0.196,-124.939,173.828,-209.167
0.625,0.727,0.191,-125.122,173.767,-216.919
0.632,0.695,0.164,-125,178.65,-226.746
0.62,0.656,0.138,-125.916,186.401,-233.398
0.628,0.608,0.106,-127.502,192.688,-233.459
0.672,0.563,0.063,-129.15,194.763,-228.333
0.727,0.531,-0.001,-129.517,195.801,-224.426
0.768,0.51,-0.073,-133.362,201.355,-226.685
0.782,0.49,-0.112,-143.005,214.05,-232.971
0.829,0.462,-0.121,-155.457,228.027,-238.77
0.869,0.426,-0.135,-165.1,237.976,-244.873
0.913,0.398,-0.168,-169.556,244.019,-252.625
0.941,0.368,-0.195,-171.326,249.573,-264.648
0.945,0.308,-0.22,-171.082,256.409,-280.762
0.878,0.212,-0.245,-170.166,265.808,-297.241
0.79,0.121,-0.266,-167.969,272.522,-307.19
0.692,0.041,-0.291,-162.354,272.827,-305.969
0.643,-0.028,-0.319,-152.405,269.226,-293.457
0.626,-0.091,-0.36,-140.869,262.695,-276.184
0.628,-0.127,-0.406,-128.723,257.446,-260.132
0.637,-0.169,-0.443,-117.676,255.249,-249.451
0.633,-0.208,-0.46,-108.765,255.92,-244.385
0.61,-0.262,-0.478,-100.22,255.249,-243.408
0.583,-0.314,-0.499,-90.393,250.061,-242.981
0.551,-0.349,-0.512,-79.956,242.737,-243.347
0.536,-0.391,-0.511,-68.726,234.253,-244.446
0.499,-0.442,-0.517,-53.528,224.67,-248.779
0.461,-0.47,-0.533,-36.499,213.928,-255.31
0.406,-0.478,-0.559,-17.639,201.538,-263
0.375,-0.505,-0.58,-2.075,186.584,-269.104
0.334,-0.55,-0.597,9.521,166.016,-271.118
0.334,-0.572,-0.599,18.127,140.808,-269.287
0.364,-0.592,-0.574,25.818,115.906,-266.602
0.357,-0.651,-0.573,30.579,92.468,-264.954
0.344,-0.67,-0.562,30.029,73.181,-263.245
0.286,-0.685,-0.55,27.344,64.941,-258.911
0.252,-0.718,-0.517,19.165,67.932,-250.671
0.181,-0.746,-0.482,11.536,76.599,-236.877
0.109,-0.763,-0.47,12.817,86.365,-218.933
0.035,-0.78,-0.495,21.851,96.13,-196.472
-0.041,-0.808,-0.576,37.903,107.91,-171.631
-0.102,-0.837,-0.697,53.223,119.324,-143.677
-0.133,-0.851,-0.828,64.209,128.54,-114.441
-0.147,-0.825,-0.956,68.054,135.986,-87.28
-0.136,-0.817,-1.06,65.552,139.221,-64.148
-0.112,-0.784,-1.134,58.472,134.277,-48.279
-0.104,-0.743,-1.187,52.49,120.85,-36.56
-0.087,-0.719,-1.228,48.096,100.83,-28.992
-0.084,-0.685,-1.268,44.617,78.125,-24.109
-0.075,-0.656,-1.293,40.161,55.786,-18.799
-0.066,-0.64,-1.304,33.447,36.621,-12.146
-0.046,-0.618,-1.298,25.879,22.705,-5.188
-0.022,-0.596,-1.275,18.372,13.55,3.113
0.003,-0.583,-1.25,10.925,7.751,12.451
0.033,-0.559,-1.223,3.418,3.845,20.691
0.063,-0.528,-1.181,-3.357,0.916,26.672
0.098,-0.498,-1.118,-9.705,-1.831,29.602
0.121,-0.47,-1.063,-13.794,-5.615,27.283
0.123,-0.442,-1.021,-15.259,-10.315,21.301
0.112,-0.426,-0.995,-15.564,-15.259,14.648
0.095,-0.427,-0.974,-15.869,-19.104,8.423
0.077,-0.424,-0.956,-16.174,-22.339,3.479
0.05,-0.419,-0.941,-17.029,-24.353,-0.122
0.028,-0.415,-0.921,-18.738,-24.658,-2.38
0.004,-0.402,-0.897,-19.409,-23.621,-3.845
-0.021,-0.403,-0.883,-19.775,-21.423,-4.7
-0.045,-0.402,-0.875,-19.287,-19.043,-4.944
-0.062,-0.397,-0.863,-18.372,-16.052,-4.395
-0.071,-0.393,-0.849,-17.7,-12.207,-3.723
-0.071,-0.391,-0.836,-15.93,-8.545,-3.235
-0.069,-0.391,-0.826,-13.733,-5.859,-3.357
-0.074,-0.395,-0.827,-10.254,-3.296,-4.028
-0.078,-0.405,-0.834,-7.324,-0.793,-4.456
-0.761,1.673,-0.926,17.822,-6.165,181.03
-0.739,1.892,-1.03,17.395,-21.301,178.955
-0.702,2.04,-1.047,15.93,-33.02,180.42
-0.625,2.237,-0.965,12.146,-45.471,179.565
-0.493,2.443,-0.863,12.573,-60.73,180.176
-0.327,2.564,-0.738,21.118,-79.59,181.641
-0.168,2.641,-0.626,28.015,-89.661,175.842
0.035,2.632,-0.529,26.245,-75.867,160.217
0.177,2.556,-0.44,15.869,-41.199,125.732
0.281,2.38,-0.34,0.916,-3.479,75.5
0.26,2.14,-0.258,-9.644,28.198,14.832
0.143,1.845,-0.178,-16.357,47.485,-43.823
-0.057,1.562,-0.112,-20.752,59.326,-91.248
-0.281,1.304,-0.022,-23.926,64.209,-116.943
-0.45,1.067,0.104,-24.536,60.242,-121.46
-0.559,0.867,0.252,-23.926,46.814,-112.183
-0.624,0.755,0.384,-24.963,29.846,-96.497
-0.631,0.716,0.488,-25.818,18.372,-78.003
-0.589,0.724,0.544,-24.109,15.015,-60.303
-0.525,0.767,0.569,-19.592,18.433,-46.57
-0.452,0.826,0.561,-13.611,23.193,-37.781
-0.386,0.89,0.554,-7.507,28.076,-31.128
-0.315,0.936,0.531,-0.183,32.471,-26.855
-0.267,1.004,0.495,9.094,34.485,-24.658
-0.236,1.094,0.441,18.677,32.837,-22.827
-0.174,1.177,0.37,27.405,30.64,-21.362
-0.118,1.243,0.307,31.25,32.654,-21.667
-0.059,1.283,0.263,30.273,36.621,-29.297
-0.023,1.33,0.24,25.94,45.288,-45.471
-0.022,1.344,0.232,19.348,59.204,-64.026
0.002,1.319,0.224,13.367,76.599,-83.496
0.032,1.286,0.202,10.132,94.299,-101.379
0.058,1.235,0.169,7.935,109.619,-118.835
0.083,1.177,0.14,4.517,122.681,-135.132
0.097,1.13,0.117,-1.16,135.315,-151.245
0.11,1.105,0.106,-8.057,146.606,-165.833
0.139,1.064,0.095,-15.381,155.701,-177.734
0.182,1.016,0.094,-23.499,163.635,-187.866
0.208,0.976,0.084,-33.142,171.387,-198.73
0.226,0.949,0.076,-45.288,180.42,-208.923
0.235,0.911,0.082,-61.584,190.491,-216.919
0.269,0.867,0.096,-78.857,198.853,-220.459
0.329,0.838,0.103,-91.736,203.491,-220.642
0.392,0.825,0.108,-101.868,204.041,-220.825
0.452,0.819,0.107,-108.582,202.698,-222.961
0.508,0.824,0.1,-112.183,201.172,-226.013
0.57,0.815,0.095,-115.051,201.538,-231.445
0.597,0.816,0.094,-118.896,205.2,-239.319
0.605,0.788,0.09,-121.948,212.097,-247.742
0.615,0.766,0.071,-123.23,219.91,-251.343
0.644,0.724,0.03,-123.474,224.915,-251.526
0.683,0.668,-0.007,-126.465,228.455,-250.732
0.732,0.621,-0.038,-132.812,233.887,-250.183
0.78,0.613,-0.057,-141.602,242.737,-252.686
0.824,0.592,-0.066,-149.231,252.625,-259.338
0.846,0.578,-0.066,-151.917,263.428,-269.226
0.838,0.521,-0.11,-148.499,269.653,-279.297
0.835,0.471,-0.171,-142.944,272.034,-286.438
0.834,0.426,-0.227,-139.709,270.142,-292.358
0.817,0.371,-0.279,-139.526,265.625,-296.875
0.782,0.311,-0.303,-142.09,261.292,-301.453
0.758,0.255,-0.289,-145.752,260.681,-304.565
0.74,0.185,-0.253,-145.081,262.146,-305.176
0.716,0.131,-0.225,-138.489,260.315,-304.81
0.691,0.091,-0.224,-125.183,252.869,-305.054
0.654,0.042,-0.219,-108.398,244.629,-305.481
0.623,-0.044,-0.212,-91.736,233.521,-303.284
0.556,-0.117,-0.218,-74.89,214.966,-296.936
0.523,-0.19,-0.222,-56.824,190.125,-285.522
0.508,-0.271,-0.213,-41.687,160.645,-267.883
0.515,-0.32,-0.191,-26.855,128.296,-247.314
0.552,-0.333,-0.154,-11.108,97.961,-228.027
0.616,-0.327,-0.086,4.272,74.707,-213.867
0.676,-0.344,-0.035,23.743,60.608,-208.801
0.713,-0.361,-0.017,45.471,54.138,-212.341
0.73,-0.387,-0.031,65.491,56.458,-220.093
0.699,-0.429,-0.079,79.956,69.275,-229.492
0.639,-0.484,-0.155,88.196,94.543,-237.793
0.54,-0.526,-0.231,88.867,129.578,-239.624
0.452,-0.558,-0.297,84.412,171.265,-233.948
0.347,-0.571,-0.378,81.36,211.67,-222.961
0.241,-0.551,-0.477,82.397,249.878,-209.351
0.132,-0.521,-0.587,90.515,286.987,-197.144
0.008,-0.531,-0.735,104.431,318.665,-190.063
-0.143,-0.557,-0.906,121.338,338.867,-186.829
-0.277,-0.588,-1.096,136.23,336.731,-183.044
-0.374,-0.617,-1.286,146.301,304.871,-176.514
-0.443,-0.626,-1.488,149.231,247.437,-167.114
-0.473,-0.654,-1.654,139.465,174.988,-153.198
-0.497,-0.66,-1.754,115.112,101.868,-138.733
-0.518,-0.623,-1.758,82.825,43.701,-121.582
-0.529,-0.567,-1.679,48.645,7.263,-100.281
-0.502,-0.505,-1.549,20.02,-7.568,-76.355
-0.441,-0.471,-1.428,2.747,-8.484,-52.673
-0.354,-0.46,-1.351,-3.296,-0.732,-32.654
-0.258,-0.473,-1.307,-5.92,11.292,-17.7
-0.17,-0.493,-1.279,-8.179,22.095,-7.629
-0.099,-0.498,-1.25,-12.756,28.625,-1.587
-0.043,-0.491,-1.209,-20.569,30.273,2.197
-0.004,-0.483,-1.164,-28.625,27.039,4.333
0.021,-0.469,-1.12,-35.278,20.02,5.981
0.043,-0.451,-1.076,-40.222,11.902,7.507
0.058,-0.429,-1.032,-42.664,4.456,8.545
0.068,-0.407,-0.998,-41.565,-0.183,8.484
0.063,-0.407,-0.983,-39.124,-2.686,7.263
0.05,-0.398,-0.975,-37.17,-2.808,5.798
0.032,-0.389,-0.967,-36.072,-0.183,4.333
0.011,-0.389,-0.96,-36.011,4.578,3.601
-0.002,-0.387,-0.949,-35.767,8.667,4.333
-0.013,-0.384,-0.942,-35.706,11.597,6.226
-0.017,-0.372,-0.933,-35.278,12.146,8.301
-0.018,-0.366,-0.919,-34.424,11.23,10.132
-0.015,-0.361,-0.9,-32.532,8.789,11.292
-0.012,-0.363,-0.892,-29.175,5.127,12.024
-0.01,-0.35,-0.884,-25.635,0.549,12.329
-0.001,-0.343,-0.875,-22.095,-1.587,12.573
0.004,-0.347,-0.868,-18.86,-1.221,12.207
0.006,-0.35,-0.867,-15.076,0,11.719
0.01,-0.35,-0.874,-11.719,1.892,12.024
-1.104,2.064,-0.284,-105.347,-127.563,140.625
-1.184,2.323,-0.329,-95.215,-100.403,125.61
-1.135,2.459,-0.306,-80.811,-44.128,140.991
-0.912,2.492,-0.334,-45.654,14.648,185.303
-0.601,2.483,-0.442,-4.272,36.621,230.286
-0.292,2.442,-0.568,23.254,14.099,250.488
0.04,2.307,-0.626,34.424,-14.465,243.469
0.232,2.266,-0.633,21.545,-25.635,207.886
0.368,2.115,-0.544,-6.042,-12.39,154.846
0.372,1.962,-0.389,-31.311,18.25,86.304
0.235,1.827,-0.202,-49.927,46.326,13.367
0.004,1.678,-0.017,-58.228,59.448,-47.119
-0.285,1.519,0.156,-54.443,63.538,-87.83
-0.51,1.361,0.301,-37.964,66.895,-104.919
-0.61,1.164,0.38,-14.587,66.04,-102.051
-0.656,0.965,0.387,7.141,56.274,-90.027
-0.669,0.861,0.367,20.569,43.945,-81.116
-0.628,0.842,0.346,25.635,40.466,-74.036
-0.537,0.855,0.357,23.865,46.631,-66.711
-0.458,0.911,0.383,19.836,54.871,-65.308
-0.393,0.989,0.404,18.86,62.073,-68.909
-0.372,1.075,0.401,21.423,67.81,-73.303
-0.319,1.143,0.393,26.794,73.242,-78.43
-0.253,1.193,0.37,32.227,77.942,-84.045
-0.209,1.252,0.36,37.72,78.247,-93.872
-0.176,1.297,0.3,41.809,81.787,-109.68
-0.159,1.301,0.244,40.71,104.797,-125
-0.122,1.271,0.207,29.175,138.245,-143.494
-0.03,1.227,0.204,10.864,174.683,-169.556
0.008,1.215,0.193,-11.169,206.482,-203.247
0.027,1.195,0.203,-37.598,233.398,-234.192
0.038,1.153,0.228,-62.988,257.202,-255.676
0.087,1.113,0.247,-82.458,278.198,-270.508
0.14,1.045,0.245,-97.168,295.532,-283.691
0.185,0.96,0.238,-110.779,310.547,-297.791
0.192,0.901,0.222,-122.62,323.853,-310.242
0.227,0.848,0.193,-133.24,336.365,-319.092
0.295,0.784,0.177,-145.447,345.398,-323.608
0.32,0.716,0.158,-156.128,351.501,-326.904
0.333,0.675,0.138,-165.161,357.056,-328.125
0.358,0.64,0.116,-173.828,363.22,-322.571
0.425,0.588,0.057,-179.443,367.493,-310.974
0.538,0.553,-0.007,-183.777,369.263,-300.11
0.624,0.519,-0.054,-189.331,372.681,-298.279
0.634,0.467,-0.071,-194.946,379.578,-303.528
0.647,0.391,-0.101,-197.998,388.489,-305.847
0.674,0.312,-0.133,-196.899,397.888,-303.772
0.718,0.251,-0.168,-192.322,403.931,-302.246
0.726,0.191,-0.234,-183.899,408.691,-306.152
0.706,0.155,-0.302,-174.927,411.377,-312.744
0.632,0.141,-0.354,-166.87,414.551,-316.101
0.555,0.1,-0.369,-159.18,416.748,-310.303
0.516,0.034,-0.39,-147.095,417.175,-294.739
0.489,-0.045,-0.437,-128.113,416.504,-277.649
0.472,-0.15,-0.504,-106.689,413.513,-263.611
0.442,-0.239,-0.581,-86.67,401.611,-249.146
0.394,-0.312,-0.658,-66.223,380.554,-235.901
0.336,-0.376,-0.732,-49.072,353.21,-225.769
0.294,-0.442,-0.799,-35.217,321.167,-217.041
0.253,-0.483,-0.865,-23.56,286.865,-209.412
0.203,-0.503,-0.932,-16.174,252.808,-201.233
0.188,-0.536,-0.975,-15.015,220.032,-190.979
0.167,-0.578,-0.989,-16.663,190.125,-179.016
0.152,-0.63,-0.99,-19.836,164.307,-166.443
0.131,-0.649,-0.963,-20.935,142.822,-153.137
0.121,-0.661,-0.94,-19.836,124.573,-139.954
0.117,-0.656,-0.923,-16.663,110.718,-128.052
0.1,-0.692,-0.925,-11.841,102.6,-117.92
0.089,-0.726,-0.949,-7.08,98.206,-106.628
0.097,-0.745,-0.972,-3.845,93.689,-93.994
0.124,-0.747,-0.991,-2.258,87.952,-81.299
0.149,-0.731,-1.005,-2.869,80.322,-71.045
0.177,-0.696,-1.005,-4.333,72.937,-62.256
0.199,-0.673,-1.005,-5.493,65.491,-55.664
0.206,-0.642,-1.008,-5.432,59.143,-52.49
0.195,-0.626,-1.033,-3.845,52.979,-51.453
0.173,-0.617,-1.066,-4.211,47.791,-48.889
0.158,-0.591,-1.077,-6.653,43.579,-44.312
0.141,-0.567,-1.077,-10.071,40.466,-38.879
0.127,-0.544,-1.073,-13.245,37.048,-33.447
0.105,-0.525,-1.077,-14.893,32.227,-28.076
0.081,-0.507,-1.082,-15.869,26.428,-23.01
0.076,-0.475,-1.067,-16.907,20.325,-18.372
0.061,-0.457,-1.057,-16.724,14.526,-15.015
0.037,-0.443,-1.051,-16.113,10.01,-13.428
0.016,-0.433,-1.044,-15.32,6.287,-11.23
0.006,-0.424,-1.025,-14.404,2.441,-8.301
0.013,-0.414,-1.017,-13.306,-0.916,-6.104
0.017,-0.393,-0.995,-13.55,-1.648,-5.493
0.015,-0.38,-0.962,-12.573,-4.028,-5.554
0.017,-0.371,-0.956,-10.071,-6.958,-4.517
0.019,-0.36,-0.955,-6.409,-9.399,-3.601
0.015,-0.361,-0.951,-4.15,-9.033,-2.075
0.01,-0.356,-0.948,-3.54,-6.592,-1.282
0.001,-0.344,-0.945,-3.662,-3.845,-1.77
-0.006,-0.337,-0.941,-2.991,-1.16,-2.625
-0.017,-0.34,-0.951,-1.77,1.404,-2.136
-0.026,-0.337,-0.967,-0.244,2.991,0.305
-0.03,-0.324,-0.974,-0.61,4.456,2.991
-0.026,-0.325,-0.981,-2.075,5.31,5.188
-0.021,-0.316,-0.986,-3.296,4.395,5.981
-0.014,-0.311,-0.983,-3.723,1.648,6.226
-0.012,-0.307,-0.98,-3.967,0.305,6.409
-0.003,-0.306,-0.98,-3.479,-0.854,5.798
0.001,-0.305,-0.984,-3.174,-1.038,4.7
0.01,-0.308,-0.98,-3.418,-0.061,3.845
0.012,-0.304,-0.978,-2.747,1.038,2.625
0.016,-0.319,-0.982,-1.465,1.343,2.075
